58	1	-2	172.8	4.71239	8
58	2	193.6	6	3.14159	8
58	3	197.6	2	3.14159	8
58	4	6	-204.8	1.5708	8
58	5	2	-205.6	1.5708	8
59	1	-2	172	4.71239	8
59	2	192.8	6	3.14159	8
59	3	196.8	2	3.14159	8
59	4	6	-204	1.5708	8
59	5	2	-204.8	1.5708	8
60	1	-2	171.2	4.71239	8
60	2	192	6	3.14159	8
60	3	196	2	3.14159	8
60	4	6	-203.2	1.5708	8
60	5	2	-204	1.5708	8
61	1	-2	170.4	4.71239	8
61	2	191.2	6	3.14159	8
61	3	195.2	2	3.14159	8
61	4	6	-202.4	1.5708	8
61	5	2	-203.2	1.5708	8
62	1	-2	169.6	4.71239	8
62	2	190.4	6	3.14159	8
62	3	194.4	2	3.14159	8
62	4	6	-201.6	1.5708	8
62	5	2	-202.4	1.5708	8
63	1	-2	168.8	4.71239	8
63	2	189.6	6	3.14159	8
63	3	193.6	2	3.14159	8
63	4	6	-200.8	1.5708	8
63	5	2	-201.6	1.5708	8
64	1	-2	168	4.71239	8
64	2	188.8	6	3.14159	8
64	3	192.8	2	3.14159	8
64	4	6	-200	1.5708	8
64	5	2	-200.8	1.5708	8
65	1	-2	167.2	4.71239	8
65	2	188	6	3.14159	8
65	3	192	2	3.14159	8
65	4	6	-199.2	1.5708	8
65	5	2	-200	1.5708	8
66	1	-2	166.4	4.71239	8
66	2	187.2	6	3.14159	8
66	3	191.2	2	3.14159	8
66	4	6	-198.4	1.5708	8
66	5	2	-199.2	1.5708	8
67	1	-2	165.6	4.71239	8
67	2	186.4	6	3.14159	8
67	3	190.4	2	3.14159	8
67	4	6	-197.6	1.5708	8
67	5	2	-198.4	1.5708	8
68	1	-2	164.8	4.71239	8
68	2	185.6	6	3.14159	8
68	3	189.6	2	3.14159	8
68	4	6	-196.8	1.5708	8
68	5	2	-197.6	1.5708	8
69	1	-2	164	4.71239	8
69	2	184.8	6	3.14159	8
69	3	188.8	2	3.14159	8
69	4	6	-196	1.5708	8
69	5	2	-196.8	1.5708	8
70	1	-2	163.2	4.71239	8
70	2	184	6	3.14159	8
70	3	188	2	3.14159	8
70	4	6	-195.2	1.5708	8
70	5	2	-196	1.5708	8
71	1	-2	162.4	4.71239	8
71	2	183.2	6	3.14159	8
71	3	187.2	2	3.14159	8
71	4	6	-194.4	1.5708	8
71	5	2	-195.2	1.5708	8
72	1	-2	161.6	4.71239	8
72	2	182.4	6	3.14159	8
72	3	186.4	2	3.14159	8
72	4	6	-193.6	1.5708	8
72	5	2	-194.4	1.5708	8
73	1	-2	160.8	4.71239	8
73	2	181.6	6	3.14159	8
73	3	185.6	2	3.14159	8
73	4	6	-192.8	1.5708	8
73	5	2	-193.6	1.5708	8
74	1	-2	160	4.71239	8
74	2	180.8	6	3.14159	8
74	3	184.8	2	3.14159	8
74	4	6	-192	1.5708	8
74	5	2	-192.8	1.5708	8
75	1	-2	159.2	4.71239	8
75	2	180	6	3.14159	8
75	3	184	2	3.14159	8
75	4	6	-191.2	1.5708	8
75	5	2	-192	1.5708	8
76	1	-2	158.4	4.71239	8
76	2	179.2	6	3.14159	8
76	3	183.2	2	3.14159	8
76	4	6	-190.4	1.5708	8
76	5	2	-191.2	1.5708	8
77	1	-2	157.6	4.71239	8
77	2	178.4	6	3.14159	8
77	3	182.4	2	3.14159	8
77	4	6	-189.6	1.5708	8
77	5	2	-190.4	1.5708	8
78	1	-2	156.8	4.71239	8
78	2	177.6	6	3.14159	8
78	3	181.6	2	3.14159	8
78	4	6	-188.8	1.5708	8
78	5	2	-189.6	1.5708	8
79	1	-2	156	4.71239	8
79	2	176.8	6	3.14159	8
79	3	180.8	2	3.14159	8
79	4	6	-188	1.5708	8
79	5	2	-188.8	1.5708	8
80	1	-2	155.2	4.71239	8
80	2	176	6	3.14159	8
80	3	180	2	3.14159	8
80	4	6	-187.2	1.5708	8
80	5	2	-188	1.5708	8
81	1	-2	154.4	4.71239	8
81	2	175.2	6	3.14159	8
81	3	179.2	2	3.14159	8
81	4	6	-186.4	1.5708	8
81	5	2	-187.2	1.5708	8
82	1	-2	153.6	4.71239	8
82	2	174.4	6	3.14159	8
82	3	178.4	2	3.14159	8
82	4	6	-185.6	1.5708	8
82	5	2	-186.4	1.5708	8
83	1	-2	152.8	4.71239	8
83	2	173.6	6	3.14159	8
83	3	177.6	2	3.14159	8
83	4	6	-184.8	1.5708	8
83	5	2	-185.6	1.5708	8
84	1	-2	152	4.71239	8
84	2	172.8	6	3.14159	8
84	3	176.8	2	3.14159	8
84	4	6	-184	1.5708	8
84	5	2	-184.8	1.5708	8
85	1	-2	151.2	4.71239	8
85	2	172	6	3.14159	8
85	3	176	2	3.14159	8
85	4	6	-183.2	1.5708	8
85	5	2	-184	1.5708	8
86	1	-2	150.4	4.71239	8
86	2	171.2	6	3.14159	8
86	3	175.2	2	3.14159	8
86	4	6	-182.4	1.5708	8
86	5	2	-183.2	1.5708	8
87	1	-2	149.6	4.71239	8
87	2	170.4	6	3.14159	8
87	3	174.4	2	3.14159	8
87	4	6	-181.6	1.5708	8
87	5	2	-182.4	1.5708	8
88	1	-2	148.8	4.71239	8
88	2	169.6	6	3.14159	8
88	3	173.6	2	3.14159	8
88	4	6	-180.8	1.5708	8
88	5	2	-181.6	1.5708	8
89	1	-2	148	4.71239	8
89	2	168.8	6	3.14159	8
89	3	172.8	2	3.14159	8
89	4	6	-180	1.5708	8
89	5	2	-180.8	1.5708	8
90	1	-2	147.2	4.71239	8
90	2	168	6	3.14159	8
90	3	172	2	3.14159	8
90	4	6	-179.2	1.5708	8
90	5	2	-180	1.5708	8
91	1	-2	146.4	4.71239	8
91	2	167.2	6	3.14159	8
91	3	171.2	2	3.14159	8
91	4	6	-178.4	1.5708	8
91	5	2	-179.2	1.5708	8
92	1	-2	145.6	4.71239	8
92	2	166.4	6	3.14159	8
92	3	170.4	2	3.14159	8
92	4	6	-177.6	1.5708	8
92	5	2	-178.4	1.5708	8
93	1	-2	144.8	4.71239	8
93	2	165.6	6	3.14159	8
93	3	169.6	2	3.14159	8
93	4	6	-176.8	1.5708	8
93	5	2	-177.6	1.5708	8
94	1	-2	144	4.71239	8
94	2	164.8	6	3.14159	8
94	3	168.8	2	3.14159	8
94	4	6	-176	1.5708	8
94	5	2	-176.8	1.5708	8
95	1	-2	143.2	4.71239	8
95	2	164	6	3.14159	8
95	3	168	2	3.14159	8
95	4	6	-175.2	1.5708	8
95	5	2	-176	1.5708	8
96	1	-2	142.4	4.71239	8
96	2	163.2	6	3.14159	8
96	3	167.2	2	3.14159	8
96	4	6	-174.4	1.5708	8
96	5	2	-175.2	1.5708	8
97	1	-2	141.6	4.71239	8
97	2	162.4	6	3.14159	8
97	3	166.4	2	3.14159	8
97	4	6	-173.6	1.5708	8
97	5	2	-174.4	1.5708	8
98	1	-2	140.8	4.71239	8
98	2	161.6	6	3.14159	8
98	3	165.6	2	3.14159	8
98	4	6	-172.8	1.5708	8
98	5	2	-173.6	1.5708	8
99	1	-2	140	4.71239	8
99	2	160.8	6	3.14159	8
99	3	164.8	2	3.14159	8
99	4	6	-172	1.5708	8
99	5	2	-172.8	1.5708	8
100	1	-2	139.2	4.71239	8
100	2	160	6	3.14159	8
100	3	164	2	3.14159	8
100	4	6	-171.2	1.5708	8
100	5	2	-172	1.5708	8
101	1	-2	138.4	4.71239	8
101	2	159.2	6	3.14159	8
101	3	163.2	2	3.14159	8
101	4	6	-170.4	1.5708	8
101	5	2	-171.2	1.5708	8
102	1	-2	137.6	4.71239	8
102	2	158.4	6	3.14159	8
102	3	162.4	2	3.14159	8
102	4	6	-169.6	1.5708	8
102	5	2	-170.4	1.5708	8
103	1	-2	136.8	4.71239	8
103	2	157.6	6	3.14159	8
103	3	161.6	2	3.14159	8
103	4	6	-168.8	1.5708	8
103	5	2	-169.6	1.5708	8
104	1	-2	136	4.71239	8
104	2	156.8	6	3.14159	8
104	3	160.8	2	3.14159	8
104	4	6	-168	1.5708	8
104	5	2	-168.8	1.5708	8
105	1	-2	135.2	4.71239	8
105	2	156	6	3.14159	8
105	3	160	2	3.14159	8
105	4	6	-167.2	1.5708	8
105	5	2	-168	1.5708	8
106	1	-2	134.4	4.71239	8
106	2	155.2	6	3.14159	8
106	3	159.2	2	3.14159	8
106	4	6	-166.4	1.5708	8
106	5	2	-167.2	1.5708	8
107	1	-2	133.6	4.71239	8
107	2	154.4	6	3.14159	8
107	3	158.4	2	3.14159	8
107	4	6	-165.6	1.5708	8
107	5	2	-166.4	1.5708	8
108	1	-2	132.8	4.71239	8
108	2	153.6	6	3.14159	8
108	3	157.6	2	3.14159	8
108	4	6	-164.8	1.5708	8
108	5	2	-165.6	1.5708	8
109	1	-2	132	4.71239	8
109	2	152.8	6	3.14159	8
109	3	156.8	2	3.14159	8
109	4	6	-164	1.5708	8
109	5	2	-164.8	1.5708	8
110	1	-2	131.2	4.71239	8
110	2	152	6	3.14159	8
110	3	156	2	3.14159	8
110	4	6	-163.2	1.5708	8
110	5	2	-164	1.5708	8
110	6	-207.2	-6	0	8
111	1	-2	130.4	4.71239	8
111	2	151.2	6	3.14159	8
111	3	155.2	2	3.14159	8
111	4	6	-162.4	1.5708	8
111	5	2	-163.2	1.5708	8
111	6	-206.4	-6	0	8
112	1	-2	129.6	4.71239	8
112	2	150.4	6	3.14159	8
112	3	154.4	2	3.14159	8
112	4	6	-161.6	1.5708	8
112	5	2	-162.4	1.5708	8
112	6	-205.6	-6	0	8
113	1	-2	128.8	4.71239	8
113	2	149.6	6	3.14159	8
113	3	153.6	2	3.14159	8
113	4	6	-160.8	1.5708	8
113	5	2	-161.6	1.5708	8
113	6	-204.8	-6	0	8
114	1	-2	128	4.71239	8
114	2	148.8	6	3.14159	8
114	3	152.8	2	3.14159	8
114	4	6	-160	1.5708	8
114	5	2	-160.8	1.5708	8
114	6	-204	-6	0	8
115	1	-2	127.2	4.71239	8
115	2	148	6	3.14159	8
115	3	152	2	3.14159	8
115	4	6	-159.2	1.5708	8
115	5	2	-160	1.5708	8
115	6	-203.2	-6	0	8
116	1	-2	126.4	4.71239	8
116	2	147.2	6	3.14159	8
116	3	151.2	2	3.14159	8
116	4	6	-158.4	1.5708	8
116	5	2	-159.2	1.5708	8
116	6	-202.4	-6	0	8
117	1	-2	125.6	4.71239	8
117	2	146.4	6	3.14159	8
117	3	150.4	2	3.14159	8
117	4	6	-157.6	1.5708	8
117	5	2	-158.4	1.5708	8
117	6	-201.6	-6	0	8
118	1	-2	124.8	4.71239	8
118	2	145.6	6	3.14159	8
118	3	149.6	2	3.14159	8
118	4	6	-156.8	1.5708	8
118	5	2	-157.6	1.5708	8
118	6	-200.8	-6	0	8
119	1	-2	124	4.71239	8
119	2	144.8	6	3.14159	8
119	3	148.8	2	3.14159	8
119	4	6	-156	1.5708	8
119	5	2	-156.8	1.5708	8
119	6	-200	-6	0	8
119	7	-207.2	-2	0	8
120	1	-2	123.2	4.71239	8
120	2	144	6	3.14159	8
120	3	148	2	3.14159	8
120	4	6	-155.2	1.5708	8
120	5	2	-156	1.5708	8
120	6	-199.2	-6	0	8
120	7	-206.4	-2	0	8
121	1	-2	122.4	4.71239	8
121	2	143.2	6	3.14159	8
121	3	147.2	2	3.14159	8
121	4	6	-154.4	1.5708	8
121	5	2	-155.2	1.5708	8
121	6	-198.4	-6	0	8
121	7	-205.6	-2	0	8
122	1	-2	121.6	4.71239	8
122	2	142.4	6	3.14159	8
122	3	146.4	2	3.14159	8
122	4	6	-153.6	1.5708	8
122	5	2	-154.4	1.5708	8
122	6	-197.6	-6	0	8
122	7	-204.8	-2	0	8
123	1	-2	120.8	4.71239	8
123	2	141.6	6	3.14159	8
123	3	145.6	2	3.14159	8
123	4	6	-152.8	1.5708	8
123	5	2	-153.6	1.5708	8
123	6	-196.8	-6	0	8
123	7	-204	-2	0	8
124	1	-2	120	4.71239	8
124	2	140.8	6	3.14159	8
124	3	144.8	2	3.14159	8
124	4	6	-152	1.5708	8
124	5	2	-152.8	1.5708	8
124	6	-196	-6	0	8
124	7	-203.2	-2	0	8
125	1	-2	119.2	4.71239	8
125	2	140	6	3.14159	8
125	3	144	2	3.14159	8
125	4	6	-151.2	1.5708	8
125	5	2	-152	1.5708	8
125	6	-195.2	-6	0	8
125	7	-202.4	-2	0	8
126	1	-2	118.4	4.71239	8
126	2	139.2	6	3.14159	8
126	3	143.2	2	3.14159	8
126	4	6	-150.4	1.5708	8
126	5	2	-151.2	1.5708	8
126	6	-194.4	-6	0	8
126	7	-201.6	-2	0	8
127	1	-2	117.6	4.71239	8
127	2	138.4	6	3.14159	8
127	3	142.4	2	3.14159	8
127	4	6	-149.6	1.5708	8
127	5	2	-150.4	1.5708	8
127	6	-193.6	-6	0	8
127	7	-200.8	-2	0	8
128	1	-2	116.8	4.71239	8
128	2	137.6	6	3.14159	8
128	3	141.6	2	3.14159	8
128	4	6	-148.8	1.5708	8
128	5	2	-149.6	1.5708	8
128	6	-192.8	-6	0	8
128	7	-200	-2	0	8
129	1	-2	116	4.71239	8
129	2	136.8	6	3.14159	8
129	3	140.8	2	3.14159	8
129	4	6	-148	1.5708	8
129	5	2	-148.8	1.5708	8
129	6	-192	-6	0	8
129	7	-199.2	-2	0	8
130	1	-2	115.2	4.71239	8
130	2	136	6	3.14159	8
130	3	140	2	3.14159	8
130	4	6	-147.2	1.5708	8
130	5	2	-148	1.5708	8
130	6	-191.2	-6	0	8
130	7	-198.4	-2	0	8
131	1	-2	114.4	4.71239	8
131	2	135.2	6	3.14159	8
131	3	139.2	2	3.14159	8
131	4	6	-146.4	1.5708	8
131	5	2	-147.2	1.5708	8
131	6	-190.4	-6	0	8
131	7	-197.6	-2	0	8
132	1	-2	113.6	4.71239	8
132	2	134.4	6	3.14159	8
132	3	138.4	2	3.14159	8
132	4	6	-145.6	1.5708	8
132	5	2	-146.4	1.5708	8
132	6	-189.6	-6	0	8
132	7	-196.8	-2	0	8
133	1	-2	112.8	4.71239	8
133	2	133.6	6	3.14159	8
133	3	137.6	2	3.14159	8
133	4	6	-144.8	1.5708	8
133	5	2	-145.6	1.5708	8
133	6	-188.8	-6	0	8
133	7	-196	-2	0	8
134	1	-2	112	4.71239	8
134	2	132.8	6	3.14159	8
134	3	136.8	2	3.14159	8
134	4	6	-144	1.5708	8
134	5	2	-144.8	1.5708	8
134	6	-188	-6	0	8
134	7	-195.2	-2	0	8
135	1	-2	111.2	4.71239	8
135	2	132	6	3.14159	8
135	3	136	2	3.14159	8
135	4	6	-143.2	1.5708	8
135	5	2	-144	1.5708	8
135	6	-187.2	-6	0	8
135	7	-194.4	-2	0	8
136	1	-2	110.4	4.71239	8
136	2	131.2	6	3.14159	8
136	3	135.2	2	3.14159	8
136	4	6	-142.4	1.5708	8
136	5	2	-143.2	1.5708	8
136	6	-186.4	-6	0	8
136	7	-193.6	-2	0	8
137	1	-2	109.6	4.71239	8
137	2	130.4	6	3.14159	8
137	3	134.4	2	3.14159	8
137	4	6	-141.6	1.5708	8
137	5	2	-142.4	1.5708	8
137	6	-185.6	-6	0	8
137	7	-192.8	-2	0	8
138	1	-2	108.8	4.71239	8
138	2	129.6	6	3.14159	8
138	3	133.6	2	3.14159	8
138	4	6	-140.8	1.5708	8
138	5	2	-141.6	1.5708	8
138	6	-184.8	-6	0	8
138	7	-192	-2	0	8
139	1	-2	108	4.71239	8
139	2	128.8	6	3.14159	8
139	3	132.8	2	3.14159	8
139	4	6	-140	1.5708	8
139	5	2	-140.8	1.5708	8
139	6	-184	-6	0	8
139	7	-191.2	-2	0	8
140	1	-2	107.2	4.71239	8
140	2	128	6	3.14159	8
140	3	132	2	3.14159	8
140	4	6	-139.2	1.5708	8
140	5	2	-140	1.5708	8
140	6	-183.2	-6	0	8
140	7	-190.4	-2	0	8
141	1	-2	106.4	4.71239	8
141	2	127.2	6	3.14159	8
141	3	131.2	2	3.14159	8
141	4	6	-138.4	1.5708	8
141	5	2	-139.2	1.5708	8
141	6	-182.4	-6	0	8
141	7	-189.6	-2	0	8
141	8	-6	207.2	4.71239	8
142	1	-2	105.6	4.71239	8
142	2	126.4	6	3.14159	8
142	3	130.4	2	3.14159	8
142	4	6	-137.6	1.5708	8
142	5	2	-138.4	1.5708	8
142	6	-181.6	-6	0	8
142	7	-188.8	-2	0	8
142	8	-6	206.4	4.71239	8
143	1	-2	104.8	4.71239	8
143	2	125.6	6	3.14159	8
143	3	129.6	2	3.14159	8
143	4	6	-136.8	1.5708	8
143	5	2	-137.6	1.5708	8
143	6	-180.8	-6	0	8
143	7	-188	-2	0	8
143	8	-6	205.6	4.71239	8
144	1	-2	104	4.71239	8
144	2	124.8	6	3.14159	8
144	3	128.8	2	3.14159	8
144	4	6	-136	1.5708	8
144	5	2	-136.8	1.5708	8
144	6	-180	-6	0	8
144	7	-187.2	-2	0	8
144	8	-6	204.8	4.71239	8
145	1	-2	103.2	4.71239	8
145	2	124	6	3.14159	8
145	3	128	2	3.14159	8
145	4	6	-135.2	1.5708	8
145	5	2	-136	1.5708	8
145	6	-179.2	-6	0	8
145	7	-186.4	-2	0	8
145	8	-6	204	4.71239	8
146	1	-2	102.4	4.71239	8
146	2	123.2	6	3.14159	8
146	3	127.2	2	3.14159	8
146	4	6	-134.4	1.5708	8
146	5	2	-135.2	1.5708	8
146	6	-178.4	-6	0	8
146	7	-185.6	-2	0	8
146	8	-6	203.2	4.71239	8
147	1	-2	101.6	4.71239	8
147	2	122.4	6	3.14159	8
147	3	126.4	2	3.14159	8
147	4	6	-133.6	1.5708	8
147	5	2	-134.4	1.5708	8
147	6	-177.6	-6	0	8
147	7	-184.8	-2	0	8
147	8	-6	202.4	4.71239	8
148	1	-2	100.8	4.71239	8
148	2	121.6	6	3.14159	8
148	3	125.6	2	3.14159	8
148	4	6	-132.8	1.5708	8
148	5	2	-133.6	1.5708	8
148	6	-176.8	-6	0	8
148	7	-184	-2	0	8
148	8	-6	201.6	4.71239	8
149	1	-2	100	4.71239	8
149	2	120.8	6	3.14159	8
149	3	124.8	2	3.14159	8
149	4	6	-132	1.5708	8
149	5	2	-132.8	1.5708	8
149	6	-176	-6	0	8
149	7	-183.2	-2	0	8
149	8	-6	200.8	4.71239	8
150	1	-2	99.2	4.71239	8
150	2	120	6	3.14159	8
150	3	124	2	3.14159	8
150	4	6	-131.2	1.5708	8
150	5	2	-132	1.5708	8
150	6	-175.2	-6	0	8
150	7	-182.4	-2	0	8
150	8	-6	200	4.71239	8
151	1	-2	98.4	4.71239	8
151	2	119.2	6	3.14159	8
151	3	123.2	2	3.14159	8
151	4	6	-130.4	1.5708	8
151	5	2	-131.2	1.5708	8
151	6	-174.4	-6	0	8
151	7	-181.6	-2	0	8
151	8	-6	199.2	4.71239	8
152	1	-2	97.6	4.71239	8
152	2	118.4	6	3.14159	8
152	3	122.4	2	3.14159	8
152	4	6	-129.6	1.5708	8
152	5	2	-130.4	1.5708	8
152	6	-173.6	-6	0	8
152	7	-180.8	-2	0	8
152	8	-6	198.4	4.71239	8
153	1	-2	96.8	4.71239	8
153	2	117.6	6	3.14159	8
153	3	121.6	2	3.14159	8
153	4	6	-128.8	1.5708	8
153	5	2	-129.6	1.5708	8
153	6	-172.8	-6	0	8
153	7	-180	-2	0	8
153	8	-6	197.6	4.71239	8
154	1	-2	96	4.71239	8
154	2	116.8	6	3.14159	8
154	3	120.8	2	3.14159	8
154	4	6	-128	1.5708	8
154	5	2	-128.8	1.5708	8
154	6	-172	-6	0	8
154	7	-179.2	-2	0	8
154	8	-6	196.8	4.71239	8
154	9	-2	207.2	4.71239	8
155	1	-2	95.2	4.71239	8
155	2	116	6	3.14159	8
155	3	120	2	3.14159	8
155	4	6	-127.2	1.5708	8
155	5	2	-128	1.5708	8
155	6	-171.2	-6	0	8
155	7	-178.4	-2	0	8
155	8	-6	196	4.71239	8
155	9	-2	206.4	4.71239	8
156	1	-2	94.4	4.71239	8
156	2	115.2	6	3.14159	8
156	3	119.2	2	3.14159	8
156	4	6	-126.4	1.5708	8
156	5	2	-127.2	1.5708	8
156	6	-170.4	-6	0	8
156	7	-177.6	-2	0	8
156	8	-6	195.2	4.71239	8
156	9	-2	205.6	4.71239	8
157	1	-2	93.6	4.71239	8
157	2	114.4	6	3.14159	8
157	3	118.4	2	3.14159	8
157	4	6	-125.6	1.5708	8
157	5	2	-126.4	1.5708	8
157	6	-169.6	-6	0	8
157	7	-176.8	-2	0	8
157	8	-6	194.4	4.71239	8
157	9	-2	204.8	4.71239	8
158	1	-2	92.8	4.71239	8
158	2	113.6	6	3.14159	8
158	3	117.6	2	3.14159	8
158	4	6	-124.8	1.5708	8
158	5	2	-125.6	1.5708	8
158	6	-168.8	-6	0	8
158	7	-176	-2	0	8
158	8	-6	193.6	4.71239	8
158	9	-2	204	4.71239	8
159	1	-2	92	4.71239	8
159	2	112.8	6	3.14159	8
159	3	116.8	2	3.14159	8
159	4	6	-124	1.5708	8
159	5	2	-124.8	1.5708	8
159	6	-168	-6	0	8
159	7	-175.2	-2	0	8
159	8	-6	192.8	4.71239	8
159	9	-2	203.2	4.71239	8
160	1	-2	91.2	4.71239	8
160	2	112	6	3.14159	8
160	3	116	2	3.14159	8
160	4	6	-123.2	1.5708	8
160	5	2	-124	1.5708	8
160	6	-167.2	-6	0	8
160	7	-174.4	-2	0	8
160	8	-6	192	4.71239	8
160	9	-2	202.4	4.71239	8
160	10	207.2	6	3.14159	8
161	1	-2	90.4	4.71239	8
161	2	111.2	6	3.14159	8
161	3	115.2	2	3.14159	8
161	4	6	-122.4	1.5708	8
161	5	2	-123.2	1.5708	8
161	6	-166.4	-6	0	8
161	7	-173.6	-2	0	8
161	8	-6	191.2	4.71239	8
161	9	-2	201.6	4.71239	8
161	10	206.4	6	3.14159	8
162	1	-2	89.6	4.71239	8
162	2	110.4	6	3.14159	8
162	3	114.4	2	3.14159	8
162	4	6	-121.6	1.5708	8
162	5	2	-122.4	1.5708	8
162	6	-165.6	-6	0	8
162	7	-172.8	-2	0	8
162	8	-6	190.4	4.71239	8
162	9	-2	200.8	4.71239	8
162	10	205.6	6	3.14159	8
163	1	-2	88.8	4.71239	8
163	2	109.6	6	3.14159	8
163	3	113.6	2	3.14159	8
163	4	6	-120.8	1.5708	8
163	5	2	-121.6	1.5708	8
163	6	-164.8	-6	0	8
163	7	-172	-2	0	8
163	8	-6	189.6	4.71239	8
163	9	-2	200	4.71239	8
163	10	204.8	6	3.14159	8
164	1	-2	88	4.71239	8
164	2	108.8	6	3.14159	8
164	3	112.8	2	3.14159	8
164	4	6	-120	1.5708	8
164	5	2	-120.8	1.5708	8
164	6	-164	-6	0	8
164	7	-171.2	-2	0	8
164	8	-6	188.8	4.71239	8
164	9	-2	199.2	4.71239	8
164	10	204	6	3.14159	8
165	1	-2	87.2	4.71239	8
165	2	108	6	3.14159	8
165	3	112	2	3.14159	8
165	4	6	-119.2	1.5708	8
165	5	2	-120	1.5708	8
165	6	-163.2	-6	0	8
165	7	-170.4	-2	0	8
165	8	-6	188	4.71239	8
165	9	-2	198.4	4.71239	8
165	10	203.2	6	3.14159	8
166	1	-2	86.4	4.71239	8
166	2	107.2	6	3.14159	8
166	3	111.2	2	3.14159	8
166	4	6	-118.4	1.5708	8
166	5	2	-119.2	1.5708	8
166	6	-162.4	-6	0	8
166	7	-169.6	-2	0	8
166	8	-6	187.2	4.71239	8
166	9	-2	197.6	4.71239	8
166	10	202.4	6	3.14159	8
167	1	-2	85.6	4.71239	8
167	2	106.4	6	3.14159	8
167	3	110.4	2	3.14159	8
167	4	6	-117.6	1.5708	8
167	5	2	-118.4	1.5708	8
167	6	-161.6	-6	0	8
167	7	-168.8	-2	0	8
167	8	-6	186.4	4.71239	8
167	9	-2	196.8	4.71239	8
167	10	201.6	6	3.14159	8
168	1	-2	84.8	4.71239	8
168	2	105.6	6	3.14159	8
168	3	109.6	2	3.14159	8
168	4	6	-116.8	1.5708	8
168	5	2	-117.6	1.5708	8
168	6	-160.8	-6	0	8
168	7	-168	-2	0	8
168	8	-6	185.6	4.71239	8
168	9	-2	196	4.71239	8
168	10	200.8	6	3.14159	8
169	1	-2	84	4.71239	8
169	2	104.8	6	3.14159	8
169	3	108.8	2	3.14159	8
169	4	6	-116	1.5708	8
169	5	2	-116.8	1.5708	8
169	6	-160	-6	0	8
169	7	-167.2	-2	0	8
169	8	-6	184.8	4.71239	8
169	9	-2	195.2	4.71239	8
169	10	200	6	3.14159	8
170	1	-2	83.2	4.71239	8
170	2	104	6	3.14159	8
170	3	108	2	3.14159	8
170	4	6	-115.2	1.5708	8
170	5	2	-116	1.5708	8
170	6	-159.2	-6	0	8
170	7	-166.4	-2	0	8
170	8	-6	184	4.71239	8
170	9	-2	194.4	4.71239	8
170	10	199.2	6	3.14159	8
171	1	-2	82.4	4.71239	8
171	2	103.2	6	3.14159	8
171	3	107.2	2	3.14159	8
171	4	6	-114.4	1.5708	8
171	5	2	-115.2	1.5708	8
171	6	-158.4	-6	0	8
171	7	-165.6	-2	0	8
171	8	-6	183.2	4.71239	8
171	9	-2	193.6	4.71239	8
171	10	198.4	6	3.14159	8
